 Time | Epoch | Learning rate | Train loss | Validation loss | MAE_energy_0 | MAE_energy_1 | MAE_energy_2 | MAE_energy_0_grad | MAE_energy_1_grad | MAE_energy_2_grad | GPU Memory (MB)
the training has failed
 Time | Epoch | Learning rate | Train loss | Validation loss | MAE_energy_0 | MAE_energy_1 | MAE_energy_2 | MAE_energy_0_grad | MAE_energy_1_grad | MAE_energy_2_grad | GPU Memory (MB)
the training has failed
 Time | Epoch | Learning rate | Train loss | Validation loss | MAE_energy_0 | MAE_energy_1 | MAE_energy_2 | MAE_energy_0_grad | MAE_energy_1_grad | MAE_energy_2_grad | GPU Memory (MB)
the training has failed
 Time | Epoch | Learning rate | Train loss | Validation loss | MAE_energy_0 | MAE_energy_1 | MAE_energy_2 | MAE_energy_0_grad | MAE_energy_1_grad | MAE_energy_2_grad | GPU Memory (MB)
58:41 |     1 |     1.000e-04 | 19714.1912 |       8533.2832 |      38.9740 |      13.5067 |      12.9121 |           29.2537 |           24.9034 |           29.0122 |               0
59:08 |     2 |     1.000e-04 |  6826.1387 |       5378.4468 |      20.3575 |      13.7952 |       9.9151 |           18.4024 |           19.7374 |           23.6329 |               0
59:37 |     3 |     1.000e-04 |  5149.6622 |       4596.2485 |      15.2949 |      13.9299 |      10.6816 |           14.6330 |           18.2536 |           21.7450 |               0
00:10 |     4 |     1.000e-04 |  4566.5197 |       4273.4126 |      13.3693 |      14.1221 |       9.4238 |           12.9672 |           17.2567 |           21.2212 |               0
00:37 |     5 |     1.000e-04 |  4309.5768 |       4410.6113 |      13.7482 |      22.4599 |      21.3439 |           12.1018 |           17.2426 |           21.5587 |               0
01:04 |     6 |     1.000e-04 |  4118.8687 |       3897.3960 |      12.6811 |      13.2850 |       8.7258 |           11.3172 |           16.3306 |           19.6448 |               0
01:32 |     7 |     1.000e-04 |  3864.9871 |       3777.8848 |      11.6299 |      12.8135 |       8.6077 |           11.0963 |           16.2299 |           19.6081 |               0
02:01 |     8 |     1.000e-04 |  3843.3376 |       3581.7056 |      10.6891 |      12.3489 |       8.5376 |           10.8939 |           15.6669 |           18.7535 |               0
02:31 |     9 |     1.000e-04 |  3701.1704 |       3619.1101 |      11.6870 |      11.8689 |       8.4318 |           10.7222 |           16.0293 |           19.0134 |               0
03:02 |    10 |     1.000e-04 |  3554.0408 |       3611.1655 |      11.0929 |      13.9295 |      11.7166 |           10.5023 |           16.1469 |           19.5106 |               0
03:32 |    11 |     1.000e-04 |  3546.9795 |       3445.9875 |      10.6116 |      12.3029 |       8.7515 |           10.2318 |           15.4098 |           18.5290 |               0
04:01 |    12 |     1.000e-04 |  3400.6925 |       3392.8188 |       9.6156 |      12.1123 |       8.8396 |           10.1516 |           15.0722 |           17.7598 |               0
04:32 |    13 |     1.000e-04 |  3356.6060 |       3336.2000 |       9.4234 |      12.3268 |       7.8424 |            9.9651 |           14.8975 |           17.6361 |               0
05:04 |    14 |     1.000e-04 |  3222.0616 |       3240.3394 |       9.3232 |      12.1301 |       8.2260 |            9.7260 |           14.6327 |           17.5871 |               0
05:35 |    15 |     1.000e-04 |  3201.0062 |       3219.8281 |       8.2995 |      12.2530 |       8.6604 |           10.0375 |           14.6939 |           17.4869 |               0
06:09 |    16 |     1.000e-04 |  3190.9187 |       3199.6523 |       8.7166 |      11.6283 |       8.4286 |            9.3970 |           14.3743 |           17.0556 |               0
06:40 |    17 |     1.000e-04 |  3087.6163 |       3108.2776 |       8.6750 |      11.8583 |       7.6874 |            9.3347 |           14.1400 |           16.8824 |               0
07:11 |    18 |     1.000e-04 |  3012.5112 |       3078.6147 |       8.8818 |      11.5910 |       8.4560 |            9.1726 |           13.9452 |           16.6967 |               0
07:41 |    19 |     1.000e-04 |  2975.9184 |       3036.9512 |       8.9816 |      11.7488 |       7.6944 |            9.0015 |           13.8837 |           16.7606 |               0
08:12 |    20 |     1.000e-04 |  2956.7849 |       3071.4175 |       9.0416 |      11.5942 |       7.7072 |            9.0982 |           14.0850 |           16.8373 |               0
08:42 |    21 |     1.000e-04 |  2924.7184 |       2994.7085 |       8.6169 |      11.3985 |       8.0475 |            8.9224 |           13.6637 |           16.4618 |               0
09:13 |    22 |     1.000e-04 |  2906.0739 |       2958.1802 |       8.2128 |      11.5792 |       7.7162 |            8.8155 |           13.6181 |           16.2331 |               0
09:44 |    23 |     1.000e-04 |  2834.9297 |       2882.9160 |       8.4927 |      11.2136 |       8.3814 |            8.7309 |           13.3345 |           16.0556 |               0
10:16 |    24 |     1.000e-04 |  2810.2488 |       2861.5830 |       8.8387 |      11.1158 |       7.5606 |            8.6441 |           13.3283 |           16.1173 |               0
10:46 |    25 |     1.000e-04 |  2771.6017 |       2818.9412 |       8.4084 |      11.0434 |       8.4404 |            8.4674 |           13.1557 |           15.8758 |               0
11:18 |    26 |     1.000e-04 |  2818.1025 |       2878.1233 |       7.8345 |      11.2888 |       7.8377 |            8.6331 |           13.3893 |           15.8521 |               0
11:52 |    27 |     1.000e-04 |  2723.6181 |       2809.2021 |       8.3559 |      11.0824 |       8.1257 |            8.4576 |           13.0779 |           15.8053 |               0
12:30 |    28 |     1.000e-04 |  2693.0222 |       2777.8652 |       8.0346 |      10.8905 |       9.2779 |            8.3224 |           13.0359 |           15.6395 |               0
13:07 |    29 |     1.000e-04 |  2662.8091 |       2803.7144 |       8.3629 |      11.3168 |       7.3745 |            8.4440 |           13.2119 |           15.8238 |               0
13:41 |    30 |     1.000e-04 |  2719.0202 |       2783.0891 |       8.1980 |      10.8783 |       7.4059 |            8.5617 |           13.1230 |           15.7839 |               0
14:19 |    31 |     1.000e-04 |  2620.9699 |       2738.3018 |       8.2371 |      10.9856 |       7.2178 |            8.2315 |           12.9063 |           15.5667 |               0
14:56 |    32 |     1.000e-04 |  2607.5760 |       2733.8428 |       8.1240 |      10.6924 |       7.8497 |            8.2477 |           12.8123 |           15.4276 |               0
15:35 |    33 |     1.000e-04 |  3134.0739 |       2985.5718 |      10.5527 |      11.1246 |       7.1692 |            9.3878 |           13.9078 |           16.6081 |               0
16:09 |    34 |     1.000e-04 |  2808.6250 |       2766.1040 |       9.0757 |      10.6529 |       7.8107 |            8.6939 |           13.1118 |           15.5778 |               0
16:46 |    35 |     1.000e-04 |  2645.1733 |       2726.4561 |       8.8721 |      10.7626 |       7.6445 |            8.4985 |           12.9587 |           15.3024 |               0
17:27 |    36 |     1.000e-04 |  2600.8370 |       2700.7576 |       8.6762 |      10.6317 |       7.2801 |            8.4370 |           12.8240 |           15.2691 |               0
18:33 |    37 |     1.000e-04 |  2550.0938 |       2692.4714 |       9.0466 |      10.7287 |       7.1560 |            8.5057 |           12.8111 |           15.2768 |               0
19:39 |    38 |     1.000e-04 |  2596.4427 |       2677.5833 |       8.3274 |      10.7330 |       8.0335 |            8.4751 |           12.8075 |           14.9436 |               0
20:38 |    39 |     1.000e-04 |  2508.7487 |       2627.9944 |       8.2323 |      10.4771 |       8.3787 |            8.2590 |           12.5896 |           14.8342 |               0
21:37 |    40 |     1.000e-04 |  2480.0536 |       2609.1206 |       8.4291 |      10.3387 |       8.1287 |            8.1346 |           12.5079 |           14.7660 |               0
22:37 |    41 |     1.000e-04 |  2451.1764 |       2592.7773 |       8.3541 |      10.2011 |       8.1981 |            8.0886 |           12.4405 |           14.7367 |               0
23:36 |    42 |     1.000e-04 |  2425.2167 |       2593.8828 |       8.3221 |      10.0673 |       8.0153 |            7.9599 |           12.4056 |           14.6969 |               0
24:35 |    43 |     1.000e-04 |  2416.1457 |       2567.2788 |       8.0500 |      10.1484 |       7.9621 |            7.9895 |           12.3264 |           14.7021 |               0
25:34 |    44 |     1.000e-04 |  2389.9856 |       2544.2461 |       8.4113 |       9.9996 |       7.6858 |            7.9171 |           12.2207 |           14.6652 |               0
26:33 |    45 |     1.000e-04 |  2452.3461 |       2764.0833 |       8.2592 |      10.6945 |       8.6454 |            8.8333 |           13.3258 |           15.7300 |               0
27:39 |    46 |     1.000e-04 |  2500.5599 |       2553.5334 |       8.3412 |       9.8862 |       7.6971 |            8.1874 |           12.2735 |           14.7061 |               0
28:42 |    47 |     1.000e-04 |  2374.1117 |       2560.2947 |       8.3874 |      10.1522 |       6.4320 |            8.0291 |           12.3907 |           14.7583 |               0
29:53 |    48 |     1.000e-04 |  2441.5401 |       2631.7341 |       8.3304 |      10.1580 |       8.0161 |            8.5297 |           12.8504 |           14.9730 |               0
31:02 |    49 |     1.000e-04 |  2368.4556 |       2552.8181 |       7.3296 |      10.1935 |       8.3337 |            7.8803 |           12.6468 |           14.3163 |               0
32:09 |    50 |     1.000e-04 |  2334.7519 |       2566.9070 |       6.9579 |      11.2918 |       8.4139 |            7.9385 |           12.6202 |           14.4823 |               0
33:16 |    51 |     5.000e-05 |  2293.7269 |       2686.4724 |      11.5522 |       8.9667 |       9.8385 |            8.1295 |           13.0728 |           15.6965 |               0
34:21 |    52 |     5.000e-05 |  2378.6054 |       3298.6702 |      14.5452 |      15.6016 |      19.6547 |            9.3766 |           15.8472 |           18.1767 |               0
35:28 |    53 |     5.000e-05 |  2445.6780 |       2807.8000 |      12.5337 |       9.9695 |      11.7172 |            8.4121 |           13.8769 |           16.0266 |               0
36:31 |    54 |     5.000e-05 |  2311.6277 |       2428.4966 |       9.3812 |       9.1009 |       6.2614 |            7.6634 |           11.7405 |           13.7846 |               0
37:32 |    55 |     5.000e-05 |  2405.7760 |       3433.3757 |      13.4758 |      19.2140 |      25.6589 |            9.5310 |           14.5377 |           18.5871 |               0
38:42 |    56 |     5.000e-05 |  2536.5569 |       2429.4521 |       8.8545 |       9.3122 |       6.1794 |            7.6695 |           11.7911 |           13.7772 |               0
39:44 |    57 |     5.000e-05 |  2219.4107 |       2415.6655 |       9.7429 |       9.1186 |       6.3299 |            7.7210 |           11.7737 |           13.7859 |               0
40:49 |    58 |     5.000e-05 |  2276.0556 |       2464.2041 |      10.1195 |       8.9906 |       6.5018 |            7.9949 |           12.0140 |           14.0756 |               0
41:58 |    59 |     5.000e-05 |  2258.4950 |       2624.5325 |      10.3161 |       8.8026 |       6.2655 |            9.2041 |           12.7821 |           15.0573 |               0
43:00 |    60 |     5.000e-05 |  2312.0967 |       2464.5940 |       9.7287 |       8.7690 |       6.2121 |            8.1029 |           11.9775 |           14.1377 |               0
44:03 |    61 |     5.000e-05 |  2223.9876 |       2426.2354 |       9.3323 |       8.6846 |       6.0834 |            7.8894 |           11.8087 |           13.8943 |               0
45:04 |    62 |     5.000e-05 |  2189.2232 |       2392.3210 |       9.0307 |       8.6949 |       6.0269 |            7.7202 |           11.4870 |           13.5738 |               0
46:06 |    63 |     5.000e-05 |  2189.8980 |       2508.7527 |       9.7490 |       9.0009 |       6.9138 |            7.7935 |           12.3052 |           14.3954 |               0
47:11 |    64 |     5.000e-05 |  2175.7137 |       2396.7295 |       9.4652 |       8.6290 |       6.2275 |            7.7229 |           11.6168 |           13.6508 |               0
48:21 |    65 |     5.000e-05 |  2163.6732 |       2474.8411 |       8.2223 |       9.1418 |       6.6175 |            7.8391 |           12.0621 |           14.2401 |               0
49:36 |    66 |     5.000e-05 |  2168.3929 |       2374.3047 |       9.1573 |       8.5497 |       6.1413 |            7.6442 |           11.3890 |           13.4553 |               0
50:45 |    67 |     5.000e-05 |  2150.8870 |       2477.7205 |       9.3856 |       8.9316 |       6.8589 |            7.6421 |           12.1340 |           14.2050 |               0
51:53 |    68 |     5.000e-05 |  2142.4838 |       2410.5208 |       9.5351 |       8.1922 |       6.3495 |            8.0350 |           11.7056 |           13.6787 |               0
53:15 |    69 |     5.000e-05 |  2175.8654 |       2582.6182 |       9.7408 |       9.5944 |       8.7164 |            7.8000 |           12.7654 |           14.8224 |               0
54:23 |    70 |     5.000e-05 |  2149.8175 |       2360.2634 |       8.8614 |       8.4913 |       6.1096 |            7.5729 |           11.3578 |           13.3784 |               0
55:30 |    71 |     5.000e-05 |  2128.2733 |       2371.9761 |       8.6842 |       8.5300 |       6.1510 |            7.5925 |           11.5524 |           13.4117 |               0
56:40 |    72 |     5.000e-05 |  2352.5102 |       4400.7617 |      15.4521 |      35.5979 |      44.5519 |           10.6387 |           18.2374 |           19.8268 |               0
57:46 |    73 |     5.000e-05 |  2842.1522 |       2477.6780 |       8.4452 |       9.6646 |       6.6955 |            7.5534 |           11.9347 |           13.7234 |               0
58:52 |    74 |     5.000e-05 |  2350.7784 |       2496.4846 |       8.9306 |       8.7013 |       6.1482 |            8.1101 |           12.1362 |           14.2152 |               0
59:56 |    75 |     5.000e-05 |  2209.5770 |       2481.4858 |       9.3765 |       8.8312 |       7.3383 |            7.8316 |           12.0723 |           14.2591 |               0
01:02 |    76 |     5.000e-05 |  2157.1788 |       2486.5415 |       9.6089 |       8.8512 |       7.8655 |            7.7836 |           12.0847 |           14.3408 |               0
02:13 |    77 |     2.500e-05 |  2132.7465 |       2353.8523 |       7.5637 |       8.1737 |       5.8764 |            7.5266 |           11.4080 |           13.4331 |               0
03:25 |    78 |     2.500e-05 |  2112.8551 |       2345.6758 |       7.5632 |       8.1357 |       5.8713 |            7.4840 |           11.3801 |           13.4045 |               0
04:34 |    79 |     2.500e-05 |  2100.5290 |       2337.3286 |       7.6072 |       8.1385 |       5.8716 |            7.4572 |           11.3334 |           13.3626 |               0
05:45 |    80 |     2.500e-05 |  2089.9066 |       2330.1328 |       7.6280 |       8.1364 |       5.8617 |            7.4354 |           11.2950 |           13.3346 |               0
06:55 |    81 |     2.500e-05 |  2081.1518 |       2321.2190 |       7.6342 |       8.1140 |       5.8369 |            7.4211 |           11.2567 |           13.2852 |               0
08:07 |    82 |     2.500e-05 |  2073.6072 |       2321.9780 |       7.7588 |       8.1390 |       5.8756 |            7.4116 |           11.2475 |           13.3035 |               0
09:24 |    83 |     2.500e-05 |  2078.0444 |       2325.7300 |       7.7700 |       8.1038 |       5.8515 |            7.4877 |           11.2874 |           13.3060 |               0
10:41 |    84 |     2.500e-05 |  2069.2560 |       2323.4961 |       7.1863 |       8.1954 |       5.7797 |            7.4841 |           11.2955 |           13.3610 |               0
11:54 |    85 |     2.500e-05 |  2062.2776 |       2313.7969 |       7.9362 |       8.1078 |       5.7912 |            7.4126 |           11.2204 |           13.2496 |               0
13:01 |    86 |     2.500e-05 |  2058.9188 |       2311.5266 |       8.0823 |       8.0969 |       5.8141 |            7.4113 |           11.2025 |           13.2103 |               0
14:09 |    87 |     2.500e-05 |  2051.2588 |       2309.8999 |       8.0502 |       8.0528 |       5.7952 |            7.3801 |           11.2001 |           13.2140 |               0
15:20 |    88 |     2.500e-05 |  2050.1652 |       2300.5376 |       8.2052 |       8.0398 |       5.7618 |            7.3863 |           11.1469 |           13.1289 |               0
16:17 |    89 |     2.500e-05 |  2046.4336 |       2295.8735 |       8.1835 |       8.0052 |       5.7481 |            7.3706 |           11.1239 |           13.0996 |               0
16:56 |    90 |     2.500e-05 |  2044.4887 |       2286.6272 |       8.0640 |       8.0120 |       5.7251 |            7.3642 |           11.0623 |           12.9985 |               0
17:37 |    91 |     2.500e-05 |  2036.6046 |       2298.3640 |       8.2910 |       7.9794 |       5.7965 |            7.3596 |           11.1446 |           13.1316 |               0
18:16 |    92 |     2.500e-05 |  2038.4247 |       2281.2866 |       8.1024 |       8.0023 |       5.7210 |            7.3487 |           11.0214 |           12.9498 |               0
18:53 |    93 |     2.500e-05 |  2029.5266 |       2301.7102 |       8.3421 |       7.9708 |       5.8772 |            7.3537 |           11.1511 |           13.1595 |               0
19:32 |    94 |     2.500e-05 |  2029.2452 |       2278.7073 |       8.0190 |       7.9979 |       5.7036 |            7.4078 |           11.0132 |           13.0045 |               0
20:11 |    95 |     2.500e-05 |  2021.6583 |       2309.5864 |       8.4029 |       7.9543 |       5.8767 |            7.3630 |           11.2237 |           13.2408 |               0
20:48 |    96 |     2.500e-05 |  2022.5830 |       2285.0305 |       8.5838 |       7.8373 |       5.7196 |            7.3634 |           11.1062 |           13.0688 |               0
21:27 |    97 |     2.500e-05 |  2017.5932 |       2273.0410 |       8.4530 |       7.7947 |       5.6673 |            7.3508 |           11.0399 |           12.9795 |               0
22:05 |    98 |     2.500e-05 |  2012.9476 |       2269.6746 |       8.5000 |       7.8285 |       5.6534 |            7.3569 |           11.0075 |           12.9439 |               0
22:43 |    99 |     2.500e-05 |  2014.9145 |       2267.5830 |       8.0627 |       7.8659 |       5.6759 |            7.3181 |           10.9609 |           12.8837 |               0
23:17 |   100 |     2.500e-05 |  2004.4207 |       2267.6223 |       8.5237 |       7.8964 |       5.6901 |            7.3538 |           10.9670 |           12.8701 |               0
